Cell_type.x,Gene_symbol.x,Gene_id,Cell.Type,DOI,gene,Tissue_type_PO,Cell_type.y,Gene_symbol.y,Marker_resource
leaf epidermis,AT1G17147,AT1G17147,Epidermis,10.1093/plcell/koaa060,VQ1,PO0025034,leaf epidermis,AT1G17147,scRNA-seq
leaf epidermis,CRK2,AT1G70520,NA,NA,CRK2,PO0025034,leaf epidermis,CRK2,scRNA-seq
leaf epidermis,AT5G20050,AT5G20050,Epidermis,10.1093/plcell/koaa060,AT5G20050,PO0025034,leaf epidermis,AT5G20050,scRNA-seq
leaf epidermis,AT5G20050,AT5G20050,Epidermis,10.1093/plcell/koaa060,AT5G20050,PO0025034,leaf mesophyll,AT5G20050,Bulk RNA-seq
leaf epidermis,AT1G77640,AT1G77640,Epidermis,10.1093/plcell/koaa060,ERF013,PO0025034,leaf epidermis,AT1G77640,scRNA-seq
leaf epidermis,PERK15,AT1G52290,Epidermis,10.1093/plcell/koaa060,PERK15,PO0025034,leaf epidermis,PERK15,scRNA-seq
leaf epidermis,AT4G19880,AT4G19880,NA,NA,AT4G19880,PO0025034,leaf epidermis,AT4G19880,scRNA-seq
leaf epidermis,GRXS13,AT1G03850,NA,NA,AT1G03850,PO0025034,leaf epidermis,GRXS13,scRNA-seq
leaf epidermis,ABCG19,AT3G55130,Epidermis,10.1093/plcell/koaa060,ABCG19,PO0025034,leaf epidermis,ABCG19,scRNA-seq
leaf epidermis,CEP3,AT3G48350,NA,NA,CEP3,PO0025034,bundle sheath,CEP3,scRNA-seq
leaf epidermis,CEP3,AT3G48350,NA,NA,CEP3,PO0025034,leaf epidermis,CEP3,scRNA-seq
leaf epidermis,IQD3,AT3G52290,Epidermis,10.1093/plcell/koaa060,IQD3,PO0025034,leaf epidermis,IQD3,scRNA-seq
leaf epidermis,AT3G18950,AT3G18950,NA,NA,AT3G18950,PO0025034,leaf mesophyll,AT3G18950,scRNA-seq
leaf epidermis,AT3G18950,AT3G18950,NA,NA,AT3G18950,PO0025034,leaf epidermis,AT3G18950,scRNA-seq
leaf epidermis,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,bundle sheath,AT2G27080,scRNA-seq
leaf epidermis,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,leaf mesophyll,AT2G27080,scRNA-seq
leaf epidermis,AT2G27080,AT2G27080,NA,NA,NHL13,PO0025034,leaf epidermis,AT2G27080,scRNA-seq
leaf epidermis,ANNAT2,AT5G65020,Epidermis,10.1093/plcell/koaa060,ANN2,PO0025034,leaf epidermis,ANNAT2,scRNA-seq
leaf epidermis,CYP71B5,AT3G53280,NA,NA,CYP71B5,PO0025034,leaf epidermis,CYP71B5,scRNA-seq
leaf epidermis,SCPL9,AT2G23010,NA,NA,SCPL9,PO0025034,leaf epidermis,SCPL9,scRNA-seq
leaf epidermis,AT2G19460,AT2G19460,Epidermis,10.1093/plcell/koaa060,AT2G19460,PO0025034,leaf epidermis,AT2G19460,scRNA-seq
leaf epidermis,EFE,AT1G05010,Mesophyll cell,10.1038/nature13919,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf epidermis,EFE,AT1G05010,Mesophyll cell,10.1038/nature13919,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf epidermis,EFE,AT1G05010,Mesophyll cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf epidermis,EFE,AT1G05010,Mesophyll cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf epidermis,EFE,AT1G05010,Hydathode cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf mesophyll,EFE,scRNA-seq
leaf epidermis,EFE,AT1G05010,Hydathode cell,10.1093/plcell/koaa060,ACO4,PO0025034,leaf epidermis,EFE,scRNA-seq
leaf epidermis,AT3G52470,AT3G52470,Epidermis,10.1093/plcell/koaa060,AT3G52470,PO0025034,leaf epidermis,AT3G52470,scRNA-seq
leaf epidermis,DOF2,AT3G21270,NA,NA,DOF3.1,PO0025034,leaf epidermis,DOF2,scRNA-seq
leaf epidermis,TUB8,AT5G23860,Guard cell,10.1093/plcell/koaa060,TUBB8,PO0025034,leaf epidermis,TUB8,scRNA-seq
leaf epidermis,AT3G54200,AT3G54200,Epidermis,10.1093/plcell/koaa060,AT3G54200,PO0025034,leaf epidermis,AT3G54200,scRNA-seq
leaf epidermis,,AT4G14548,Epidermis,10.1093/plcell/koaa060,AT4G14548,PO0025034,leaf epidermis,,scRNA-seq
leaf epidermis,PTR1,AT3G54140,Epidermis,10.1093/plcell/koaa060,NPF8.1,PO0025034,leaf epidermis,PTR1,scRNA-seq
leaf epidermis,AT4G04750,AT4G04750,Epidermis,10.1093/plcell/koaa060,AT4G04750,PO0025034,leaf epidermis,AT4G04750,scRNA-seq
leaf epidermis,NPH3,AT5G64330,Epidermis,10.1093/plcell/koaa060,RPT3,PO0025034,leaf epidermis,NPH3,scRNA-seq
leaf epidermis,AT4G02850,AT4G02850,Epidermis,10.1093/plcell/koaa060,AT4G02850,PO0025034,leaf epidermis,AT4G02850,scRNA-seq
leaf epidermis,AT2G32200,AT2G32200,NA,NA,AT2G32200,PO0025034,leaf epidermis,AT2G32200,scRNA-seq
leaf epidermis,AT1G55450,AT1G55450,Mesophyll cell,10.1093/plcell/koaa060,AT1G55450,PO0025034,leaf epidermis,AT1G55450,scRNA-seq
leaf epidermis,AT1G55450,AT1G55450,Hydathode cell,10.1093/plcell/koaa060,AT1G55450,PO0025034,leaf epidermis,AT1G55450,scRNA-seq
leaf epidermis,HAT2,AT5G47370,NA,NA,HAT2,PO0025034,bundle sheath,HAT2,scRNA-seq
leaf epidermis,HAT2,AT5G47370,NA,NA,HAT2,PO0025034,leaf epidermis,HAT2,scRNA-seq
leaf epidermis,AT1G52200,AT1G52200,NA,NA,PCR8,PO0025034,leaf epidermis,AT1G52200,scRNA-seq
leaf epidermis,AT1G11850,AT1G11850,NA,NA,AT1G11850,PO0025034,leaf epidermis,AT1G11850,scRNA-seq
leaf epidermis,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,bundle sheath,CYP707A3,scRNA-seq
leaf epidermis,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,leaf mesophyll,CYP707A3,scRNA-seq
leaf epidermis,CYP707A3,AT5G45340,NA,NA,CYP707A3,PO0025034,leaf epidermis,CYP707A3,scRNA-seq
leaf epidermis,ABCG32,AT2G26910,Mesophyll cell,10.1038/nature13919,ABCG32,PO0025034,leaf epidermis,ABCG32,scRNA-seq
leaf epidermis,ABCG32,AT2G26910,Epidermis,10.1093/plcell/koaa060,ABCG32,PO0025034,leaf epidermis,ABCG32,scRNA-seq
leaf epidermis,AT2G38790,AT2G38790,NA,NA,AT2G38790,PO0025034,leaf epidermis,AT2G38790,scRNA-seq
leaf epidermis,PRXCB,AT3G49120,Guard cell,10.1093/plcell/koaa060,PER34,PO0025034,leaf epidermis,PRXCB,scRNA-seq
leaf epidermis,AT1G01180,AT1G01180,Epidermis,10.1093/plcell/koaa060,AT1G01180,PO0025034,leaf epidermis,AT1G01180,scRNA-seq
leaf epidermis,MYB6,AT4G09460,Epidermis,10.1093/plcell/koaa060,MYB6,PO0025034,leaf epidermis,MYB6,scRNA-seq
leaf epidermis,AT3G05160,AT3G05160,Epidermis,10.1093/plcell/koaa060,AT3G05160,PO0025034,leaf epidermis,AT3G05160,scRNA-seq
leaf epidermis,TSD2,AT1G78240,Vasculature,10.1093/plcell/koaa060,QUA2,PO0025034,bundle sheath,TSD2,scRNA-seq
leaf epidermis,TSD2,AT1G78240,Vasculature,10.1093/plcell/koaa060,QUA2,PO0025034,leaf epidermis,TSD2,scRNA-seq
leaf epidermis,SAUR28,AT3G03830,NA,NA,SAUR28,PO0025034,leaf epidermis,SAUR28,scRNA-seq
leaf epidermis,AT4G04745,AT4G04745,Epidermis,10.1093/plcell/koaa060,AT4G04745,PO0025034,leaf epidermis,AT4G04745,scRNA-seq
leaf epidermis,WRKY22,AT4G01250,NA,NA,WRKY22,PO0025034,leaf epidermis,WRKY22,scRNA-seq
leaf epidermis,AT2G38995,AT2G38995,Epidermis,10.1093/plcell/koaa060,AT2G38995,PO0025034,leaf epidermis,AT2G38995,scRNA-seq
leaf epidermis,AT4G39840,AT4G39840,Epidermis,10.1093/plcell/koaa060,AT4G39840,PO0025034,leaf epidermis,AT4G39840,scRNA-seq
leaf epidermis,NET4B,AT2G30500,Epidermis,10.1093/plcell/koaa060,NET4B,PO0025034,leaf epidermis,NET4B,scRNA-seq
leaf epidermis,AT1G76360,AT1G76360,Epidermis,10.1093/plcell/koaa060,AT1G76360,PO0025034,leaf epidermis,AT1G76360,scRNA-seq
leaf epidermis,AT1G76360,AT1G76360,Epidermis,10.1093/plcell/koaa060,AT1G76360,PO0025034,leaf mesophyll,AT1G76360,Bulk RNA-seq
leaf epidermis,SAUR26,AT3G03850,NA,NA,AT3G03850,PO0025034,leaf epidermis,SAUR26,scRNA-seq
leaf epidermis,NUDT11,AT5G45940,Epidermis,10.1093/plcell/koaa060,NUDT11,PO0025034,leaf epidermis,NUDT11,scRNA-seq
leaf epidermis,ZPR1,AT2G45450,NA,NA,ZPR1,PO0025034,leaf epidermis,ZPR1,scRNA-seq
leaf epidermis,AT1G56150,AT1G56150,NA,NA,SAUR71,PO0025034,leaf epidermis,AT1G56150,scRNA-seq
leaf epidermis,AT3G19400,AT3G19400,Epidermis,10.1093/plcell/koaa060,RDL2,PO0025034,leaf epidermis,AT3G19400,scRNA-seq
leaf epidermis,RBL2,AT1G63120,Epidermis,10.1093/plcell/koaa060,RBL2,PO0025034,leaf epidermis,RBL2,scRNA-seq
leaf epidermis,AT1G65845,AT1G65845,Mesophyll cell,10.1093/plcell/koaa060,AT1G65845,PO0025034,leaf mesophyll,AT1G65845,scRNA-seq
leaf epidermis,AT1G65845,AT1G65845,Mesophyll cell,10.1093/plcell/koaa060,AT1G65845,PO0025034,leaf epidermis,AT1G65845,scRNA-seq
leaf epidermis,AT1G65845,AT1G65845,Hydathode cell,10.1093/plcell/koaa060,AT1G65845,PO0025034,leaf mesophyll,AT1G65845,scRNA-seq
leaf epidermis,AT1G65845,AT1G65845,Hydathode cell,10.1093/plcell/koaa060,AT1G65845,PO0025034,leaf epidermis,AT1G65845,scRNA-seq
leaf epidermis,AT3G49790,AT3G49790,Guard cell,10.1093/plcell/koaa060,AT3G49790,PO0025034,leaf epidermis,AT3G49790,scRNA-seq
leaf epidermis,GT18,AT5G62220,NA,NA,XLT2,PO0025034,leaf epidermis,GT18,scRNA-seq
leaf epidermis,CIPK17,AT1G48260,Epidermis,10.1093/plcell/koaa060,CIPK17,PO0025034,leaf epidermis,CIPK17,scRNA-seq
leaf epidermis,AT2G41730,AT2G41730,NA,NA,AT2G41730,PO0025034,leaf mesophyll,AT2G41730,scRNA-seq
leaf epidermis,AT2G41730,AT2G41730,NA,NA,AT2G41730,PO0025034,leaf epidermis,AT2G41730,scRNA-seq
leaf epidermis,PUB22,AT3G52450,Epidermis,10.1093/plcell/koaa060,PUB22,PO0025034,leaf epidermis,PUB22,scRNA-seq
leaf epidermis,PUP10,AT4G18210,Bundle sheath,10.1093/plcell/koaa060,PUP10,PO0025034,bundle sheath,PUP10,scRNA-seq
leaf epidermis,PUP10,AT4G18210,Bundle sheath,10.1093/plcell/koaa060,PUP10,PO0025034,leaf epidermis,PUP10,scRNA-seq
leaf epidermis,PUP10,AT4G18210,Epidermis,10.1093/plcell/koaa060,PUP10,PO0025034,bundle sheath,PUP10,scRNA-seq
leaf epidermis,PUP10,AT4G18210,Epidermis,10.1093/plcell/koaa060,PUP10,PO0025034,leaf epidermis,PUP10,scRNA-seq
leaf epidermis,STP14,AT1G77210,Epidermis,10.1093/plcell/koaa060,STP14,PO0025034,leaf epidermis,STP14,scRNA-seq
leaf epidermis,AT2G22795,AT2G22795,Epidermis,10.1093/plcell/koaa060,AT2G22795,PO0025034,leaf epidermis,AT2G22795,scRNA-seq
leaf epidermis,SWEET1,AT1G21460,Phloem,10.1038/nature09606,SWEET1,PO0025034,leaf epidermis,SWEET1,scRNA-seq
leaf epidermis,SWEET1,AT1G21460,Epidermis,10.1093/plcell/koaa060,SWEET1,PO0025034,leaf epidermis,SWEET1,scRNA-seq
leaf epidermis,AT2G41170,AT2G41170,Epidermis,10.1093/plcell/koaa060,AT2G41170,PO0025034,leaf epidermis,AT2G41170,scRNA-seq
leaf epidermis,AT1G66190,AT1G66190,Vasculature,10.1093/plcell/koaa060,AT1G66190,PO0025034,bundle sheath,AT1G66190,scRNA-seq
leaf epidermis,AT1G66190,AT1G66190,Vasculature,10.1093/plcell/koaa060,AT1G66190,PO0025034,leaf epidermis,AT1G66190,scRNA-seq
leaf epidermis,DGK7,AT4G30340,Epidermis,10.1093/plcell/koaa060,DGK7,PO0025034,leaf epidermis,DGK7,scRNA-seq
leaf epidermis,4CL3,AT1G65060,Epidermis,10.1093/plcell/koaa060,4CL3,PO0025034,leaf epidermis,4CL3,scRNA-seq
leaf epidermis,AT4G28400,AT4G28400,Epidermis,10.1093/plcell/koaa060,AT4G28400,PO0025034,leaf epidermis,AT4G28400,scRNA-seq
leaf epidermis,AT4G18570,AT4G18570,NA,NA,AT4G18570,PO0025034,leaf epidermis,AT4G18570,scRNA-seq
leaf epidermis,GATA4,AT3G60530,NA,NA,GATA4,PO0025034,leaf epidermis,GATA4,scRNA-seq
leaf epidermis,AT3G03000,AT3G03000,Epidermis,10.1093/plcell/koaa060,CML18,PO0025034,leaf epidermis,AT3G03000,scRNA-seq
leaf epidermis,AT4G23870,AT4G23870,NA,NA,AT4G23870,PO0025034,leaf epidermis,AT4G23870,scRNA-seq
leaf epidermis,PSK4,AT3G49780,NA,NA,PSK3,PO0025034,leaf epidermis,PSK4,scRNA-seq
leaf epidermis,AT4G28780,AT4G28780,Epidermis,10.1093/plcell/koaa060,AT4G28780,PO0025034,leaf epidermis,AT4G28780,scRNA-seq
leaf epidermis,DRB3,AT3G26932,Epidermis,10.1093/plcell/koaa060,DRB3,PO0025034,leaf epidermis,DRB3,scRNA-seq
leaf epidermis,PR5,AT1G75040,NA,NA,PR5,PO0025034,leaf epidermis,PR5,scRNA-seq
leaf epidermis,CSLG3,AT4G23990,Epidermis,10.1093/plcell/koaa060,CSLG3,PO0025034,leaf epidermis,CSLG3,scRNA-seq
leaf epidermis,BAS1,AT2G26710,Epidermis,10.1093/plcell/koaa060,CYP734A1,PO0025034,leaf epidermis,BAS1,scRNA-seq
leaf epidermis,TPK1,AT1G02880,Epidermis,10.1093/plcell/koaa060,TPK1,PO0025034,leaf epidermis,TPK1,scRNA-seq
leaf epidermis,AT1G78170,AT1G78170,Epidermis,10.1093/plcell/koaa060,AT1G78170,PO0025034,leaf epidermis,AT1G78170,scRNA-seq
leaf epidermis,NHL2,AT3G11650,Epidermis,10.1093/plcell/koaa060,NHL2,PO0025034,leaf epidermis,NHL2,scRNA-seq
leaf epidermis,LOV1,AT2G02450,NA,NA,NAC035,PO0025034,leaf epidermis,LOV1,scRNA-seq
leaf epidermis,CAF1b,AT5G22250,NA,NA,CAF1-11,PO0025034,leaf epidermis,CAF1b,scRNA-seq
leaf epidermis,CRK42,AT5G40380,Mesophyll cell,10.1038/nature13919,CRK42,PO0025034,leaf epidermis,CRK42,scRNA-seq
leaf epidermis,CRK42,AT5G40380,Epidermis,10.1093/plcell/koaa060,CRK42,PO0025034,leaf epidermis,CRK42,scRNA-seq
leaf epidermis,AT4G30400,AT4G30400,Epidermis,10.1093/plcell/koaa060,ATL13,PO0025034,leaf epidermis,AT4G30400,scRNA-seq
leaf epidermis,BIP2,AT5G42020,NA,NA,BIP,PO0025034,leaf epidermis,BIP2,scRNA-seq
leaf epidermis,SAUR27,AT3G03840,NA,NA,AT3G03840,PO0025034,leaf epidermis,SAUR27,scRNA-seq
leaf epidermis,c-NAD-MDH2,AT5G43330,NA,NA,MDH2,PO0025034,leaf epidermis,c-NAD-MDH2,scRNA-seq
leaf epidermis,AT3G44970,AT3G44970,NA,NA,AT3G44970,PO0025034,leaf epidermis,AT3G44970,scRNA-seq
leaf epidermis,PLAT2,AT2G22170,Epidermis,10.1093/plcell/koaa060,PLAT2,PO0025034,leaf epidermis,PLAT2,scRNA-seq
leaf epidermis,AT1G19330,AT1G19330,Guard cell,10.1093/plcell/koaa060,AT1G19330,PO0025034,leaf epidermis,AT1G19330,scRNA-seq
leaf epidermis,AT1G09440,AT1G09440,NA,NA,AT1G09440,PO0025034,leaf epidermis,AT1G09440,scRNA-seq
leaf epidermis,LOX6,AT1G67560,NA,NA,LOX6,PO0025034,leaf epidermis,LOX6,scRNA-seq
leaf epidermis,AT1G06550,AT1G06550,NA,NA,AT1G06550,PO0025034,leaf epidermis,AT1G06550,scRNA-seq
leaf epidermis,TRM19,AT3G53540,Epidermis,10.1093/plcell/koaa060,AT3G53540,PO0025034,leaf epidermis,TRM19,scRNA-seq
leaf epidermis,AT4G33565,AT4G33565,Epidermis,10.1093/plcell/koaa060,AT4G33565,PO0025034,leaf epidermis,AT4G33565,scRNA-seq
leaf epidermis,MUM4,AT1G53500,Epidermis,10.1093/plcell/koaa060,RHM2,PO0025034,leaf epidermis,MUM4,scRNA-seq
leaf epidermis,AT1G79160,AT1G79160,Epidermis,10.1093/plcell/koaa060,AT1G79160,PO0025034,leaf epidermis,AT1G79160,scRNA-seq
leaf epidermis,AT5G26770,AT5G26770,NA,NA,AT5G26770,PO0025034,leaf epidermis,AT5G26770,scRNA-seq
leaf epidermis,AT4G25900,AT4G25900,Epidermis,10.1093/plcell/koaa060,AT4G25900,PO0025034,leaf guard cell,AT4G25900,scRNA-seq
leaf epidermis,AT4G25900,AT4G25900,Epidermis,10.1093/plcell/koaa060,AT4G25900,PO0025034,leaf epidermis,AT4G25900,scRNA-seq
leaf epidermis,ANNAT3,AT2G38760,Epidermis,10.1093/plcell/koaa060,ANN3,PO0025034,leaf epidermis,ANNAT3,scRNA-seq
leaf epidermis,AT1G33055,AT1G33055,Epidermis,10.1093/plcell/koaa060,AT1G33055,PO0025034,leaf epidermis,AT1G33055,scRNA-seq
leaf epidermis,AT3G05220,AT3G05220,NA,NA,HIPP34,PO0025034,leaf epidermis,AT3G05220,scRNA-seq
leaf epidermis,AT2G18630,AT2G18630,Epidermis,10.1093/plcell/koaa060,AT2G18630,PO0025034,leaf epidermis,AT2G18630,scRNA-seq
leaf epidermis,ATL2,AT3G16720,NA,NA,ATL2,PO0025034,leaf epidermis,ATL2,scRNA-seq
leaf epidermis,UNE10,AT4G00050,Epidermis,10.1093/plcell/koaa060,UNE10,PO0025034,leaf epidermis,UNE10,scRNA-seq
leaf epidermis,PUB29,AT3G18710,NA,NA,PUB29,PO0025034,leaf epidermis,PUB29,scRNA-seq
leaf epidermis,SAUR20,AT5G18020,NA,NA,SAUR20,PO0025034,leaf epidermis,SAUR20,scRNA-seq
leaf epidermis,NAC041,AT2G33480,NA,NA,NAC041,PO0025034,leaf epidermis,NAC041,scRNA-seq
leaf epidermis,ASG8,AT2G40475,Epidermis,10.1093/plcell/koaa060,AT2G40475,PO0025034,leaf epidermis,ASG8,scRNA-seq
leaf epidermis,AT5G60460,AT5G60460,Guard cell,10.1093/plcell/koaa060,AT5G60460,PO0025034,leaf epidermis,AT5G60460,scRNA-seq
leaf epidermis,AT4G31000,AT4G31000,NA,NA,CBP60F,PO0025034,leaf epidermis,AT4G31000,scRNA-seq
leaf epidermis,AT2G20950,AT2G20950,Epidermis,10.1093/plcell/koaa060,AT2G20950,PO0025034,leaf epidermis,AT2G20950,scRNA-seq
leaf epidermis,RABC2A,AT5G03530,Epidermis,10.1093/plcell/koaa060,RABC2A,PO0025034,leaf epidermis,RABC2A,scRNA-seq
leaf epidermis,scpl35,AT5G08260,Epidermis,10.1093/plcell/koaa060,SCPL35,PO0025034,leaf epidermis,scpl35,scRNA-seq
leaf epidermis,AT5G41810,AT5G41810,Epidermis,10.1093/plcell/koaa060,AT5G41810,PO0025034,leaf epidermis,AT5G41810,scRNA-seq
leaf epidermis,AT5G38220,AT5G38220,Epidermis,10.1093/plcell/koaa060,AT5G38220,PO0025034,leaf epidermis,AT5G38220,scRNA-seq
leaf epidermis,AT5G38220,AT5G38220,Guard cell,10.1093/plcell/koaa060,AT5G38220,PO0025034,leaf epidermis,AT5G38220,scRNA-seq
leaf epidermis,AT1G76240,AT1G76240,NA,NA,AT1G76240,PO0025034,leaf epidermis,AT1G76240,scRNA-seq
leaf epidermis,AT5G14700,AT5G14700,NA,NA,AT5G14700,PO0025034,leaf mesophyll,AT5G14700,scRNA-seq
leaf epidermis,AT5G14700,AT5G14700,NA,NA,AT5G14700,PO0025034,leaf epidermis,AT5G14700,scRNA-seq
leaf epidermis,scpl25,AT3G02110,Epidermis,10.1093/plcell/koaa060,SCPL25,PO0025034,leaf epidermis,scpl25,scRNA-seq
leaf epidermis,PIN7,AT1G23080,Mesophyll cell,10.1038/nature13919,PIN7,PO0025034,leaf epidermis,PIN7,scRNA-seq
leaf epidermis,PIN7,AT1G23080,Epidermis,10.1093/plcell/koaa060,PIN7,PO0025034,leaf epidermis,PIN7,scRNA-seq
leaf epidermis,AT4G30650,AT4G30650,NA,NA,AT4G30650,PO0025034,bundle sheath,AT4G30650,scRNA-seq
leaf epidermis,AT4G30650,AT4G30650,NA,NA,AT4G30650,PO0025034,leaf epidermis,AT4G30650,scRNA-seq
leaf epidermis,PIP2;5,AT3G54820,NA,NA,PIP2-5,PO0025034,leaf epidermis,PIP2;5,scRNA-seq
leaf epidermis,FLA15,AT3G52370,Epidermis,10.1093/plcell/koaa060,FLA15,PO0025034,leaf epidermis,FLA15,scRNA-seq
leaf epidermis,SUC2,AT1G22710,Mesophyll cell,10.1111/nph.13941,SUC2,PO0025034,leaf mesophyll,SUC2,Experimental
leaf epidermis,SUC2,AT1G22710,Mesophyll cell,10.1111/nph.13941,SUC2,PO0025034,leaf epidermis,SUC2,scRNA-seq
leaf epidermis,SUC2,AT1G22710,Phloem,10.1038/nature02100,SUC2,PO0025034,leaf mesophyll,SUC2,Experimental
leaf epidermis,SUC2,AT1G22710,Phloem,10.1038/nature02100,SUC2,PO0025034,leaf epidermis,SUC2,scRNA-seq
leaf epidermis,SUC2,AT1G22710,Phloem,10.1002/j.1460-2075.1994.tb06229.x,SUC2,PO0025034,leaf mesophyll,SUC2,Experimental
leaf epidermis,SUC2,AT1G22710,Phloem,10.1002/j.1460-2075.1994.tb06229.x,SUC2,PO0025034,leaf epidermis,SUC2,scRNA-seq
leaf epidermis,SUC2,AT1G22710,Phloem,10.1093/plcell/koaa060,SUC2,PO0025034,leaf mesophyll,SUC2,Experimental
leaf epidermis,SUC2,AT1G22710,Phloem,10.1093/plcell/koaa060,SUC2,PO0025034,leaf epidermis,SUC2,scRNA-seq
leaf epidermis,AT3G52480,AT3G52480,Epidermis,10.1093/plcell/koaa060,AT3G52480,PO0025034,leaf epidermis,AT3G52480,scRNA-seq
leaf epidermis,NLA,AT1G02860,Epidermis,10.1093/plcell/koaa060,BAH1,PO0025034,leaf epidermis,NLA,scRNA-seq
leaf epidermis,AT1G22330,AT1G22330,Epidermis,10.1093/plcell/koaa060,AT1G22330,PO0025034,leaf epidermis,AT1G22330,scRNA-seq
leaf epidermis,CKX4,AT4G29740,Epidermis,10.1093/plcell/koaa060,CKX4,PO0025034,leaf epidermis,CKX4,scRNA-seq
leaf epidermis,HDG2,AT1G05230,Meristemoid,10.1242/dev.090209,HDG2,PO0025034,leaf epidermis,HDG2,scRNA-seq
leaf epidermis,HDG2,AT1G05230,Epidermis,10.1093/plcell/koaa060,HDG2,PO0025034,leaf epidermis,HDG2,scRNA-seq
leaf epidermis,AT1G22885,AT1G22885,NA,NA,AT1G22885,PO0025034,leaf epidermis,AT1G22885,scRNA-seq
leaf epidermis,AT4G37240,AT4G37240,NA,NA,AT4G37240,PO0025034,leaf epidermis,AT4G37240,scRNA-seq
leaf epidermis,GLN1.3,AT3G17820,Epidermis,10.1093/plcell/koaa060,GLN1-3,PO0025034,leaf epidermis,GLN1.3,scRNA-seq
leaf epidermis,AT2G17300,AT2G17300,NA,NA,AT2G17300,PO0025034,leaf epidermis,AT2G17300,scRNA-seq
leaf epidermis,KCS8,AT2G15090,NA,NA,KCS8,PO0025034,leaf epidermis,KCS8,scRNA-seq
leaf epidermis,AGG3,AT5G20635,Epidermis,10.1093/plcell/koaa060,GG3,PO0025034,leaf epidermis,AGG3,scRNA-seq
leaf epidermis,AT5G14390,AT5G14390,Epidermis,10.1093/plcell/koaa060,AT5G14390,PO0025034,leaf epidermis,AT5G14390,scRNA-seq
leaf epidermis,AT5G14390,AT5G14390,Guard cell,10.1093/plcell/koaa060,AT5G14390,PO0025034,leaf epidermis,AT5G14390,scRNA-seq
leaf epidermis,ATXRCC1,AT1G80420,Epidermis,10.1093/plcell/koaa060,XRCC1,PO0025034,leaf epidermis,ATXRCC1,scRNA-seq
leaf epidermis,AT1G04280,AT1G04280,Epidermis,10.1093/plcell/koaa060,AT1G04280,PO0025034,leaf epidermis,AT1G04280,scRNA-seq
leaf epidermis,RWA4,AT1G29890,Epidermis,10.1093/plcell/koaa060,AT1G29890,PO0025034,leaf epidermis,RWA4,scRNA-seq
leaf epidermis,AT4G17100,AT4G17100,Epidermis,10.1093/plcell/koaa060,AT4G17100,PO0025034,leaf epidermis,AT4G17100,scRNA-seq
leaf epidermis,AT4G17100,AT4G17100,Guard cell,10.1093/plcell/koaa060,AT4G17100,PO0025034,leaf epidermis,AT4G17100,scRNA-seq
leaf epidermis,AT1G25480,AT1G25480,NA,NA,ALMT4,PO0025034,leaf epidermis,AT1G25480,scRNA-seq
leaf epidermis,,AT2G35945,Epidermis,10.1093/plcell/koaa060,AT2G35945,PO0025034,leaf epidermis,,scRNA-seq
leaf epidermis,AT3G55470,AT3G55470,NA,NA,AT3G55470,PO0025034,leaf epidermis,AT3G55470,scRNA-seq
leaf epidermis,AT2G17705,AT2G17705,Epidermis,10.1093/plcell/koaa060,AT2G17705,PO0025034,leaf epidermis,AT2G17705,scRNA-seq
leaf epidermis,AT1G69900,AT1G69900,NA,NA,AT1G69900,PO0025034,leaf epidermis,AT1G69900,scRNA-seq
leaf epidermis,ARA4,AT2G43130,Epidermis,10.1093/plcell/koaa060,RABA5C,PO0025034,leaf epidermis,ARA4,scRNA-seq
leaf epidermis,PIP5K1,AT1G21980,Epidermis,10.1093/plcell/koaa060,PIP5K1,PO0025034,leaf epidermis,PIP5K1,scRNA-seq
leaf epidermis,AOC4,AT1G13280,Vasculature,10.1093/plcell/koaa060,AOC4,PO0025034,bundle sheath,AOC4,scRNA-seq
leaf epidermis,AOC4,AT1G13280,Vasculature,10.1093/plcell/koaa060,AOC4,PO0025034,leaf epidermis,AOC4,scRNA-seq
leaf epidermis,AT3G46450,AT3G46450,Epidermis,10.1093/plcell/koaa060,AT3G46450,PO0025034,leaf epidermis,AT3G46450,scRNA-seq
leaf epidermis,AT3G46450,AT3G46450,Guard cell,10.1093/plcell/koaa060,AT3G46450,PO0025034,leaf epidermis,AT3G46450,scRNA-seq
leaf epidermis,AT1G67340,AT1G67340,NA,NA,AT1G67340,PO0025034,leaf epidermis,AT1G67340,scRNA-seq
leaf epidermis,PRA1.B6,AT5G07110,Guard cell,10.1093/plcell/koaa060,PRA1B6,PO0025034,leaf epidermis,PRA1.B6,scRNA-seq
leaf epidermis,ProT3,AT2G36590,NA,NA,PROT3,PO0025034,leaf epidermis,ProT3,scRNA-seq
leaf epidermis,AT3G07570,AT3G07570,NA,NA,AT3G07570,PO0025034,leaf epidermis,AT3G07570,scRNA-seq
