Species_type,Tissus_type,Tissue_type_PO,Cell_type,Cell_type_PO,Cell_marker_name,Gene_symbol,Gene_id,Gene_id_rap,Protein_name,Protein_id,Marker_resource,PMID,Note_gene_type,Description
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UBC28,AT1G64230,,,,scRNA-seq,33955487,Differentially expressed gene,ubiquitin-conjugating enzyme 28
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,DSS1(I),AT1G64750,,,,scRNA-seq,33955487,Differentially expressed gene,deletion of SUV3 suppressor 1(I)
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,mtACP2,AT1G65290,,,,scRNA-seq,33955487,Differentially expressed gene,mitochondrial acyl carrier protein 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G65490,AT1G65490,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G65720,AT1G65720,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TPX1,AT1G65980,,,,scRNA-seq,33955487,Differentially expressed gene,thioredoxin-dependent peroxidase 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G66820,AT1G66820,,,,scRNA-seq,33955487,Differentially expressed gene,glycine-rich protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G67430,AT1G67430,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L22p/L17e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G68660,AT1G68660,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L12/ ATP-dependent Clp protease adaptor protein ClpS family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G68680,AT1G68680,,,,scRNA-seq,33955487,Differentially expressed gene,SH3/FCH domain protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPL34,AT1G69620,,,,scRNA-seq,33955487,Differentially expressed gene,ribosomal protein L34
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G70350,AT1G70350,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G71950,AT1G71950,,,,scRNA-seq,33955487,Differentially expressed gene,"Proteinase inhibitor, propeptide"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G72020,AT1G72020,,,,scRNA-seq,33955487,Differentially expressed gene,TonB-dependent heme receptor A
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G72645,AT1G72645,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G74270,AT1G74270,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L35Ae family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AVA-P4,AT1G75630,,,,scRNA-seq,33955487,Differentially expressed gene,vacuolar H+-pumping ATPase 16 kDa proteolipid subunit 4
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT1G76200,AT1G76200,,,,scRNA-seq,33955487,Differentially expressed gene,NADH dehydrogenase ubiquinone 1 beta subcomplex subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LSM3B,AT1G76860,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CCP2,AT1G77710,,,,scRNA-seq,33955487,Differentially expressed gene,ubiquitin-fold modifier
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,,AT1G79075,,,,scRNA-seq,33955487,Differentially expressed gene,
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G01090,AT2G01090,,,,scRNA-seq,33955487,Differentially expressed gene,Ubiquinol-cytochrome C reductase hinge protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EMB2816,AT2G03870,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G04690,AT2G04690,,,,scRNA-seq,33955487,Differentially expressed gene,Pyridoxamine 5'-phosphate oxidase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G19790,AT2G19790,,,,scRNA-seq,33955487,Differentially expressed gene,SNARE-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G21290,AT2G21290,,,,scRNA-seq,33955487,Differentially expressed gene,30S ribosomal protein S31
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G23090,AT2G23090,,,,scRNA-seq,33955487,Differentially expressed gene,Uncharacterized protein family SERF
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,ACL,AT2G23600,,,,scRNA-seq,33955487,Differentially expressed gene,acetone-cyanohydrin lyase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G25210,AT2G25210,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L39 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G25510,AT2G25510,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,COPT6,AT2G26975,,,,scRNA-seq,33955487,Differentially expressed gene,Ctr copper transporter family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G28430,AT2G28430,,,,scRNA-seq,33955487,Differentially expressed gene,"zinc finger, C3HC4 type family protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PSBW,AT2G30570,,,,scRNA-seq,33955487,Differentially expressed gene,photosystem II reaction center W
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G31490,AT2G31490,,,,scRNA-seq,33955487,Differentially expressed gene,neuronal acetylcholine receptor subunit alpha-5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G35830,AT2G35830,,,,scRNA-seq,33955487,Differentially expressed gene,ureidoglycolate hydrolase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G37470,AT2G37470,,,,scRNA-seq,33955487,Differentially expressed gene,Histone superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPL23AA,AT2G39460,,,,scRNA-seq,33955487,Differentially expressed gene,ribosomal protein L23AA
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G39500,AT2G39500,,,,scRNA-seq,33955487,Differentially expressed gene,hexose transporter
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G40205,AT2G40205,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L41 family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G40510,AT2G40510,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S26e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G40590,AT2G40590,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S26e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G42975,AT2G42975,,,,scRNA-seq,33955487,Differentially expressed gene,myosin-G heavy chain-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G43540,AT2G43540,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,MTACP-1,AT2G44620,,,,scRNA-seq,33955487,Differentially expressed gene,mitochondrial acyl carrier protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SEC61 BETA,AT2G45070,,,,scRNA-seq,33955487,Differentially expressed gene,"Preprotein translocase Sec, Sec61-beta subunit protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G45180,AT2G45180,,,,scRNA-seq,33955487,Differentially expressed gene,Bifunctional inhibitor/lipid-transfer protein/seed storage 2S albumin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SAP18,AT2G45640,,,,scRNA-seq,33955487,Differentially expressed gene,SIN3 associated polypeptide P18
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G45860,AT2G45860,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SDH8,AT2G46390,,,,scRNA-seq,33955487,Differentially expressed gene,succinate dehydrogenase subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G47380,AT2G47380,,,,scRNA-seq,33955487,Differentially expressed gene,Cytochrome c oxidase subunit Vc family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT2G47710,AT2G47710,,,,scRNA-seq,33955487,Differentially expressed gene,Adenine nucleotide alpha hydrolases-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G01130,AT3G01130,,,,scRNA-seq,33955487,Differentially expressed gene,ATP synthase E chain
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G01740,AT3G01740,,,,scRNA-seq,33955487,Differentially expressed gene,Mitochondrial ribosomal protein L37
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,RPL18,AT3G05590,,,,scRNA-seq,33955487,Differentially expressed gene,ribosomal protein L18
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,,AT3G06125,,,,scRNA-seq,33955487,Differentially expressed gene,
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G07480,AT3G07480,,,,scRNA-seq,33955487,Differentially expressed gene,2Fe-2S ferredoxin-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,p24beta2,AT3G07680,,,,scRNA-seq,33955487,Differentially expressed gene,emp24/gp25L/p24 family/GOLD family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G08610,AT3G08610,,,,scRNA-seq,33955487,Differentially expressed gene,NADH dehydrogenase ubiquinone 1 alpha subcomplex subunit
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G09735,AT3G09735,,,,scRNA-seq,33955487,Differentially expressed gene,S1FA-like DNA-binding protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G10860,AT3G10860,,,,scRNA-seq,33955487,Differentially expressed gene,"Cytochrome b-c1 complex, subunit 8 protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G11120,AT3G11120,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L41 family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G11780,AT3G11780,,,,scRNA-seq,33955487,Differentially expressed gene,MD-2-related lipid recognition domain-containing protein / ML domain-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G13882,AT3G13882,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L34
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G14595,AT3G14595,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L18ae family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,APG8H,AT3G15580,,,,scRNA-seq,33955487,Differentially expressed gene,Ubiquitin-like superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TCTP,AT3G16640,,,,scRNA-seq,33955487,Differentially expressed gene,translationally controlled tumor protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,HS1,AT3G17210,,,,scRNA-seq,33955487,Differentially expressed gene,heat stable protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G17670,AT3G17670,,,,scRNA-seq,33955487,Differentially expressed gene,tetratricopeptide repeat (TPR)-containing protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G22230,AT3G22230,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal L27e protein family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G23390,AT3G23390,,,,scRNA-seq,33955487,Differentially expressed gene,Zinc-binding ribosomal protein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G44010,AT3G44010,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S14p/S29e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G46430,AT3G46430,,,,scRNA-seq,33955487,Differentially expressed gene,ATP synthase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G47370,AT3G47370,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S10p/S20e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G47836,AT3G47836,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G48030,AT3G48030,,,,scRNA-seq,33955487,Differentially expressed gene,hypoxia-responsive family protein / zinc finger (C3HC4-type RING finger) family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,EMB1080,AT3G48930,,,,scRNA-seq,33955487,Differentially expressed gene,"Nucleic acid-binding, OB-fold-like protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,,AT3G52535,,,,scRNA-seq,33955487,Differentially expressed gene,
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G53430,AT3G53430,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L11 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G53740,AT3G53740,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L36e family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G54210,AT3G54210,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L17 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CXIP1,AT3G54900,,,,scRNA-seq,33955487,Differentially expressed gene,CAX interacting protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G56020,AT3G56020,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L41 family
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G57320,AT3G57320,,,,scRNA-seq,33955487,Differentially expressed gene,threonine-tRNA ligase 2
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G57785,AT3G57785,,,,scRNA-seq,33955487,Differentially expressed gene,ESSS subunit of NADH:ubiquinone oxidoreductase (complex I) protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,,AT3G59068,,,,scRNA-seq,33955487,Differentially expressed gene,
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,LSM6A,AT3G59810,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G59840,AT3G59840,,,,scRNA-seq,33955487,Differentially expressed gene,allyl alcohol dehydrogenase-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G59950,AT3G59950,,,,scRNA-seq,33955487,Differentially expressed gene,Peptidase family C54 protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G60370,AT3G60370,,,,scRNA-seq,33955487,Differentially expressed gene,FKBP-like peptidyl-prolyl cis-trans isomerase family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G61200,AT3G61200,,,,scRNA-seq,33955487,Differentially expressed gene,Thioesterase superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT3G62190,AT3G62190,,,,scRNA-seq,33955487,Differentially expressed gene,Chaperone DnaJ-domain superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,UBQ5,AT3G62250,,,,scRNA-seq,33955487,Differentially expressed gene,ubiquitin 5
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G02840,AT4G02840,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G08280,AT4G08280,,,,scRNA-seq,33955487,Differentially expressed gene,Thioredoxin superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,NDPK1,AT4G09320,,,,scRNA-seq,33955487,Differentially expressed gene,nucleoside diphosphate kinase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,CNX7,AT4G10100,,,,scRNA-seq,33955487,Differentially expressed gene,"co-factor for nitrate, reductase and xanthine dehydrogenase 7"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G12990,AT4G12990,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SMAP1,AT4G13520,,,,scRNA-seq,33955487,Differentially expressed gene,small acidic protein 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G14320,AT4G14320,,,,scRNA-seq,33955487,Differentially expressed gene,Zinc-binding ribosomal protein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G16450,AT4G16450,,,,scRNA-seq,33955487,Differentially expressed gene,NADH-ubiquinone oxidoreductase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,PYR1,AT4G17870,,,,scRNA-seq,33955487,Differentially expressed gene,Polyketide cyclase/dehydrase and lipid transport superfamily protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G18100,AT4G18100,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L32e
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G18400,AT4G18400,,,,scRNA-seq,33955487,Differentially expressed gene,hypothetical protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G20150,AT4G20150,,,,scRNA-seq,33955487,Differentially expressed gene,excitatory amino acid transporter
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G21105,AT4G21105,,,,scRNA-seq,33955487,Differentially expressed gene,cytochrome-c oxidase/ electron carrier
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G21192,AT4G21192,,,,scRNA-seq,33955487,Differentially expressed gene,Cytochrome c oxidase biogenesis protein Cmc1-like protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G23760,AT4G23760,,,,scRNA-seq,33955487,Differentially expressed gene,Cox19-like CHCH family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G26710,AT4G26710,,,,scRNA-seq,33955487,Differentially expressed gene,"ATPase, V0 complex, subunit E"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,SUMO1,AT4G26840,,,,scRNA-seq,33955487,Differentially expressed gene,small ubiquitin-like modifier 1
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G27090,AT4G27090,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L14
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G28060,AT4G28060,,,,scRNA-seq,33955487,Differentially expressed gene,"Cytochrome c oxidase, subunit Vib family protein"
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G29390,AT4G29390,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein S30 family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G29480,AT4G29480,,,,scRNA-seq,33955487,Differentially expressed gene,Mitochondrial ATP synthase subunit G protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G29735,AT4G29735,,,,scRNA-seq,33955487,Differentially expressed gene,transmembrane protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G30330,AT4G30330,,,,scRNA-seq,33955487,Differentially expressed gene,Small nuclear ribonucleoprotein family protein
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G30760,AT4G30760,,,,scRNA-seq,33955487,Differentially expressed gene,Putative endonuclease or glycosyl hydrolase
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,TAFII15,AT4G31720,,,,scRNA-seq,33955487,Differentially expressed gene,TBP-associated factor II 15
Arabidopsis_thaliana,leaf,PO0025034,leaf mesophyll,PO0005645,,AT4G31985,AT4G31985,,,,scRNA-seq,33955487,Differentially expressed gene,Ribosomal protein L39 family protein
